,Age,CapitalGain,CapitalLoss,HoursPerWeek,Work-Class,Education,Marital_status,Ocupation,Relationship,Race,Sex,Country,prediction
19639,47,0,0,40, Federal-gov, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female, Puerto-Rico,0
15377,39,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
19858,52,0,0,40, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
14766,35,0,0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
11614,35,0,0,16, ?, Bachelors, Divorced, ?, Unmarried, White, Female, ?,0
4340,28,0,0,40, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Female, United-States,0
28869,51,0,0,40, Federal-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female, United-States,1
32114,40,0,0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
27632,24,2202,0,30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
25045,33,0,0,38, Private, Some-college, Separated, Other-service, Unmarried, White, Female, El-Salvador,0
2176,60,0,0,45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
18860,30,4787,0,45, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States,1
16276,24,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
28309,24,0,0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
29888,25,0,0,45, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Male, ?,0
19534,47,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female, United-States,0
7563,45,0,0,40, Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States,0
24561,40,0,0,40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
10862,49,0,0,40, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,0
25693,49,0,0,40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States,0
4168,23,0,0,35, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, Vietnam,0
14094,17,0,0,30, State-gov, 10th, Never-married, Other-service, Own-child, White, Male, United-States,0
29519,38,0,0,55, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Male, United-States,0
31073,17,0,0,15, ?, 11th, Never-married, ?, Own-child, White, Female, United-States,0
7168,35,0,0,48, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States,0
8280,55,0,0,60, Local-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,1
4463,49,0,0,20, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
1352,42,0,0,40, Private, HS-grad, Separated, Sales, Own-child, White, Female, United-States,0
16764,52,0,0,40, Private, 11th, Widowed, Other-service, Unmarried, Black, Female, United-States,0
22009,44,0,0,44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
23562,55,0,0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
21881,30,0,0,40, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
2116,37,0,1669,55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
17629,32,0,0,45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
20526,26,0,0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
12723,46,0,0,65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
32321,54,0,0,40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8507,34,0,0,35, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
20531,34,0,0,30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, ?,0
18232,67,0,0,4, ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male, United-States,0
8281,48,0,0,50, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
27269,26,0,0,60, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
31413,30,0,0,30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
4266,32,15024,0,50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
4470,41,0,0,40, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,0
27595,59,0,0,35, ?, Assoc-acdm, Married-civ-spouse, ?, Husband, White, Male, United-States,1
25583,24,0,0,40, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female, United-States,0
24995,41,0,0,60, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
28684,20,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
20704,60,0,0,40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
5505,29,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,0
23617,24,0,0,20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female, United-States,0
3484,42,0,0,40, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male, ?,0
17257,28,0,0,40, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States,0
19072,43,0,0,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
1305,37,0,0,43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
1713,38,0,0,40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
2916,38,0,0,38, Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States,0
30138,36,0,0,60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
6103,41,0,0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
15450,31,0,1902,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
6355,36,0,0,44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
7417,23,0,0,23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
5646,46,0,0,40, Federal-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
812,43,0,0,45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
4945,38,0,0,44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
24391,17,0,0,25, Private, 10th, Never-married, Other-service, Own-child, White, Female, United-States,0
29027,30,0,0,40, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female, United-States,0
23353,24,0,0,40, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,0
2120,42,0,0,53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
6714,61,15024,0,50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
2702,56,0,0,40, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
27020,67,0,0,25, Private, Some-college, Widowed, Sales, Not-in-family, White, Female, Nicaragua,0
4322,35,27828,0,50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1
22246,28,7298,0,32, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
11889,22,0,0,20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, England,0
25063,47,5178,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
17468,21,0,0,30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female, United-States,0
1213,54,15024,0,45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
6471,39,0,0,42, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Male, United-States,0
20028,35,5178,0,40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
19993,21,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
6716,58,0,0,20, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
8947,56,0,0,40, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, Other, Female, Dominican-Republic,0
15329,18,0,0,30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,0
6159,41,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,0
5192,32,15024,0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
28139,54,0,0,40, Private, Masters, Divorced, Tech-support, Not-in-family, White, Male, United-States,1
12315,52,0,0,40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, ?,1
27540,34,0,0,70, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
8547,38,0,0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
19889,38,0,0,32, ?, 11th, Never-married, ?, Not-in-family, White, Female, United-States,0
4512,29,0,0,30, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male, India,0
31865,27,0,0,40, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Male, Mexico,0
15006,36,15024,0,45, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
16779,23,0,0,40, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States,0
22178,42,0,0,40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
9191,40,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
4915,18,0,0,20, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
26416,17,0,0,40, ?, 10th, Never-married, ?, Own-child, White, Male, United-States,0
25193,39,0,0,40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
14249,37,0,0,40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,0
30856,57,0,0,40, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Portugal,0
27482,34,0,0,25, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,0
9177,36,0,0,40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
4169,27,0,0,40, ?, Assoc-voc, Married-civ-spouse, ?, Wife, Amer-Indian-Eskimo, Female, United-States,0
31459,18,0,0,20, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States,0
29579,26,0,0,20, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Male, United-States,0
12928,27,0,0,40, Local-gov, HS-grad, Divorced, Protective-serv, Own-child, White, Male, United-States,0
5610,39,0,0,48, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
23001,29,0,0,40, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female, El-Salvador,0
5866,51,0,0,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
10016,23,0,0,25, ?, Some-college, Never-married, ?, Not-in-family, White, Female, United-States,0
13820,59,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, ?,1
4506,35,0,0,60, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
29264,42,7298,0,45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
26341,35,0,0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female, United-States,0
22030,30,0,0,40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8365,34,0,0,40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?,1
7217,31,0,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
14012,28,0,0,50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
10835,30,0,0,40, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, Philippines,1
15605,38,0,0,40, Self-emp-not-inc, 10th, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States,0
11000,20,0,0,25, Private, HS-grad, Never-married, Sales, Own-child, White, Female, Mexico,0
30323,21,0,0,43, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
9227,41,27828,0,35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,1
31503,34,0,0,64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
14673,52,0,0,40, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female, United-States,0
28300,40,0,0,42, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
19699,44,0,0,70, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
14870,70,0,0,7, ?, Bachelors, Divorced, ?, Not-in-family, White, Female, United-States,0
2705,40,0,0,40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female, United-States,0
21158,25,0,0,28, ?, Bachelors, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, Taiwan,0
22294,29,0,0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
13220,40,0,0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
24235,33,0,0,35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,0
28864,29,0,0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States,0
26693,34,0,0,50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States,1
17754,51,0,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
4259,32,0,0,50, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States,0
28742,41,0,0,40, Private, 12th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male, United-States,0
2925,49,0,1902,40, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Female, United-States,1
27779,50,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
11372,29,0,0,45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
29706,31,0,0,45, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
14086,22,0,0,40, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States,0
